paper_id,conference,analysis_stratum,sample_cohort,module,paragraph_index,atom_position,move,estimated_words
iclr-2026-707ee355091a,ICLR,oral,replication_200,related_work,4,1,nearest_neighbor_contrast,191
iclr-2026-707ee355091a,ICLR,oral,replication_200,related_work,5,1,credit_or_foundation,75
iclr-2026-707ee355091a,ICLR,oral,replication_200,related_work,6,1,gap_creation,120
iclr-2026-707ee355091a,ICLR,oral,replication_200,related_work,7,1,positioning_only,33
iclr-2026-707ee355091a,ICLR,oral,replication_200,method,1,1,setup_notation,120
iclr-2026-707ee355091a,ICLR,oral,replication_200,method,2,1,state_problem,180
iclr-2026-707ee355091a,ICLR,oral,replication_200,method,3,1,state_problem,170
iclr-2026-707ee355091a,ICLR,oral,replication_200,method,4,1,define_component,150
iclr-2026-707ee355091a,ICLR,oral,replication_200,method,5,1,derive,185
iclr-2026-707ee355091a,ICLR,oral,replication_200,method,6,1,give_intuition,290
iclr-2026-707ee355091a,ICLR,oral,replication_200,method,7,1,contrast_alternative,95
iclr-2026-707ee355091a,ICLR,oral,replication_200,method,8,1,derive,105
iclr-2026-707ee355091a,ICLR,oral,replication_200,method,9,1,state_problem,85
iclr-2026-707ee355091a,ICLR,oral,replication_200,method,10,1,derive,210
iclr-2026-707ee355091a,ICLR,oral,replication_200,method,11,1,instantiate_algorithm,130
iclr-2026-707ee355091a,ICLR,oral,replication_200,method,12,1,define_component,145
iclr-2026-707ee355091a,ICLR,oral,replication_200,method,13,1,explain_mechanism,150
iclr-2026-707ee355091a,ICLR,oral,replication_200,method,14,1,state_complexity,184
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,introduction,1,1,context,407
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,introduction,2,1,missing_insight,230
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,introduction,3,1,contribution_list,210
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,related_work,1,1,nearest_neighbor_contrast,153
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,related_work,2,1,gap_creation,123
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,related_work,3,1,taxonomy,181
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,related_work,4,1,gap_creation,31
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,1,1,state_problem,291
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,2,1,state_problem,111
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,3,1,define_component,47
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,4,1,explain_mechanism,177
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,5,1,setup_notation,120
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,6,1,state_problem,184
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,7,1,explain_mechanism,117
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,8,1,state_problem,82
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,9,1,define_component,73
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,10,1,state_problem,185
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,11,1,setup_notation,70
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,12,1,contrast_alternative,99
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,13,1,define_component,110
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,14,1,state_problem,235
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,15,1,derive,205
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,16,1,state_complexity,118
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,17,1,define_component,53
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,18,1,define_component,96
iclr-2026-3dfd982128a2,ICLR,oral,replication_200,method,19,1,derive,199
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,introduction,1,1,context,121
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,introduction,2,1,context,101
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,introduction,3,1,failure_of_prior_work,133
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,introduction,3,2,missing_insight,133
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,introduction,4,1,problem,187
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,introduction,4,2,method_preview,187
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,introduction,5,1,method_preview,117
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,introduction,5,2,core_idea,117
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,introduction,6,1,contribution_list,92
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,introduction,6,2,result_preview,92
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,introduction,7,1,roadmap,13
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,related_work,1,1,credit_or_foundation,155
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,related_work,1,2,taxonomy,155
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,related_work,2,1,limitation_of_prior,122
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,related_work,2,2,gap_creation,122
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,related_work,3,1,nearest_neighbor_contrast,83
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,related_work,4,1,credit_or_foundation,96
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,related_work,4,2,taxonomy,96
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,related_work,5,1,gap_creation,78
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,related_work,6,1,credit_or_foundation,210
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,related_work,6,2,nearest_neighbor_contrast,210
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,related_work,7,1,taxonomy,192
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,related_work,7,2,nearest_neighbor_contrast,192
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,method,1,1,state_problem,57
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,method,2,1,setup_notation,141
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,method,3,1,state_problem,96
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,method,4,1,define_component,107
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,method,5,1,define_component,174
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,method,6,1,contrast_alternative,59
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,method,7,1,define_component,128
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,method,7,2,explain_mechanism,128
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,method,8,1,instantiate_algorithm,141
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,method,9,1,define_component,139
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,method,9,2,explain_mechanism,139
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,method,10,1,connect_to_experiment,52
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,method,11,1,connect_to_experiment,121
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,method,12,1,connect_to_prediction,82
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,method,13,1,connect_to_prediction,69
iclr-2026-82ba4792ed68,ICLR,oral,replication_200,method,14,1,instantiate_algorithm,145
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,introduction,1,1,problem,300
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,introduction,2,1,core_idea,330
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,introduction,3,1,contribution_list,100
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,related_work,1,1,taxonomy,115
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,related_work,2,1,limitation_of_prior,55
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,related_work,3,1,taxonomy,150
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,related_work,4,1,nearest_neighbor_contrast,125
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,related_work,5,1,credit_or_foundation,80
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,related_work,6,1,taxonomy,105
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,related_work,7,1,gap_creation,46
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,method,1,1,setup_notation,170
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,method,2,1,state_problem,146
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,method,3,1,define_component,90
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,method,4,1,derive,250
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,method,5,1,derive,260
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,method,6,1,define_component,220
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,method,7,1,instantiate_algorithm,350
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,method,8,1,define_component,140
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,method,9,1,contrast_alternative,135
iclr-2026-86ded246ec76,ICLR,oral,replication_200,introduction,1,1,context,169
iclr-2026-86ded246ec76,ICLR,oral,replication_200,introduction,2,1,problem,143
iclr-2026-86ded246ec76,ICLR,oral,replication_200,introduction,3,1,method_preview,205
iclr-2026-86ded246ec76,ICLR,oral,replication_200,introduction,4,1,contribution_list,33
iclr-2026-86ded246ec76,ICLR,oral,replication_200,introduction,5,1,contribution_list,35
iclr-2026-86ded246ec76,ICLR,oral,replication_200,introduction,6,1,contribution_list,49
iclr-2026-86ded246ec76,ICLR,oral,replication_200,introduction,7,1,contribution_list,72
iclr-2026-86ded246ec76,ICLR,oral,replication_200,related_work,1,1,taxonomy,164
iclr-2026-86ded246ec76,ICLR,oral,replication_200,related_work,2,1,credit_or_foundation,260
iclr-2026-86ded246ec76,ICLR,oral,replication_200,related_work,3,1,setup_notation,360
iclr-2026-86ded246ec76,ICLR,oral,replication_200,related_work,4,1,limitation_of_prior,150
iclr-2026-86ded246ec76,ICLR,oral,replication_200,related_work,5,1,nearest_neighbor_contrast,90
iclr-2026-86ded246ec76,ICLR,oral,replication_200,related_work,6,1,gap_creation,74
iclr-2026-86ded246ec76,ICLR,oral,replication_200,method,1,1,setup_notation,180
iclr-2026-86ded246ec76,ICLR,oral,replication_200,method,2,1,define_component,210
iclr-2026-86ded246ec76,ICLR,oral,replication_200,method,3,1,instantiate_algorithm,230
iclr-2026-86ded246ec76,ICLR,oral,replication_200,method,4,1,state_problem,54
iclr-2026-86ded246ec76,ICLR,oral,replication_200,method,5,1,derive,503
iclr-2026-86ded246ec76,ICLR,oral,replication_200,method,6,1,connect_to_experiment,244
iclr-2026-86ded246ec76,ICLR,oral,replication_200,method,7,1,define_component,420
iclr-2026-86ded246ec76,ICLR,oral,replication_200,method,8,1,give_intuition,440
iclr-2026-86ded246ec76,ICLR,oral,replication_200,method,9,1,define_component,208
iclr-2026-86ded246ec76,ICLR,oral,replication_200,method,10,1,derive,353
iclr-2026-86ded246ec76,ICLR,oral,replication_200,method,11,1,derive,357
iclr-2026-86ded246ec76,ICLR,oral,replication_200,method,12,1,contrast_alternative,157
iclr-2026-86ded246ec76,ICLR,oral,replication_200,method,13,1,define_component,270
iclr-2026-86ded246ec76,ICLR,oral,replication_200,method,14,1,connect_to_experiment,135
iclr-2026-86ded246ec76,ICLR,oral,replication_200,method,15,1,define_component,310
iclr-2026-86ded246ec76,ICLR,oral,replication_200,method,16,1,connect_to_prediction,447
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,introduction,1,1,context,71
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,introduction,2,1,problem,40
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,introduction,3,1,context,110
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,introduction,4,1,missing_insight,91
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,introduction,5,1,core_idea,81
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,introduction,6,1,method_preview,56
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,introduction,7,1,result_preview,96
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,introduction,8,1,contribution_list,48
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,related_work,1,1,credit_or_foundation,68
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,related_work,2,1,taxonomy,120
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,related_work,3,1,taxonomy,210
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,related_work,4,1,limitation_of_prior,145
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,related_work,5,1,nearest_neighbor_contrast,150
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,related_work,6,1,gap_creation,61
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,method,1,1,state_problem,42
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,method,2,1,define_component,169
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,method,3,1,setup_notation,75
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,method,4,1,define_component,362
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,method,5,1,define_component,155
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,method,6,1,explain_mechanism,85
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,method,7,1,instantiate_algorithm,284
iclr-2026-fac989b896c5,ICLR,oral,foundation_200,method,8,1,connect_to_prediction,254
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,introduction,1,1,context,60
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,introduction,2,1,failure_of_prior_work,120
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,introduction,2,2,problem,120
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,introduction,3,1,method_preview,110
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,introduction,4,1,missing_insight,90
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,introduction,4,2,core_idea,90
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,introduction,4,3,method_preview,90
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,introduction,5,1,result_preview,90
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,introduction,5,2,contribution_list,90
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,related_work,1,1,taxonomy,185
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,related_work,1,2,limitation_of_prior,185
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,related_work,1,3,gap_creation,185
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,related_work,2,1,taxonomy,175
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,related_work,2,2,nearest_neighbor_contrast,175
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,related_work,2,3,gap_creation,175
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,related_work,3,1,credit_or_foundation,120
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,related_work,3,2,nearest_neighbor_contrast,120
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,1,1,state_problem,90
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,1,2,setup_notation,90
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,2,1,define_component,90
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,3,1,derive,180
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,4,1,define_component,65
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,5,1,define_component,115
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,6,1,define_component,60
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,7,1,define_component,70
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,8,1,instantiate_algorithm,115
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,9,1,explain_mechanism,60
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,10,1,define_component,80
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,11,1,contrast_alternative,95
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,12,1,explain_mechanism,100
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,13,1,define_component,75
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,14,1,state_problem,110
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,15,1,connect_to_prediction,115
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,16,1,state_problem,100
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,16,2,diagnostic,100
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,17,1,define_component,45
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,18,1,setup_notation,65
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,19,1,give_intuition,90
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,20,1,instantiate_algorithm,90
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,21,1,give_intuition,85
iclr-2026-fb08cee992a1,ICLR,oral,replication_200,method,21,2,connect_to_experiment,85
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,introduction,1,1,context,55
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,introduction,2,1,problem,135
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,introduction,3,1,failure_of_prior_work,105
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,introduction,4,1,missing_insight,75
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,introduction,5,1,core_idea,150
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,introduction,6,1,method_preview/result_preview,85
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,related_work,1,1,taxonomy,80
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,related_work,1,2,chronology,80
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,related_work,1,3,gap_creation,80
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,related_work,2,1,nearest_neighbor_contrast,85
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,related_work,2,2,limitation_of_prior,85
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,related_work,3,1,credit_or_foundation,55
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,related_work,3,2,nearest_neighbor_contrast,55
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,1,1,setup_notation,125
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,2,1,state_problem,125
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,3,1,derive,130
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,4,1,setup_notation,170
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,5,1,derive,145
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,6,1,derive,155
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,6,2,connect_to_prediction,155
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,7,1,state_problem,220
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,8,1,define_component,250
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,9,1,explain_mechanism,165
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,10,1,derive,170
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,10,2,connect_to_prediction,170
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,11,1,instantiate_algorithm,130
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,12,1,give_intuition,210
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,12,2,explain_mechanism,210
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,13,1,connect_to_experiment,130
iclr-2026-557a29cfb5fa,ICLR,oral,replication_200,method,14,1,summarize,80
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,introduction,1,1,context,95
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,introduction,1,2,failure_of_prior_work,95
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,introduction,2,1,problem,71
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,introduction,2,2,missing_insight,71
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,introduction,2,3,core_idea,71
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,introduction,3,1,core_idea,119
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,introduction,3,2,method_preview,119
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,introduction,4,1,result_preview,136
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,introduction,4,2,contribution_list,136
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,related_work,1,1,taxonomy,168
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,related_work,1,2,chronology,168
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,related_work,1,3,credit_or_foundation,168
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,related_work,1,4,gap_creation,168
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,related_work,2,1,chronology,211
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,related_work,2,2,nearest_neighbor_contrast,211
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,related_work,2,3,limitation_of_prior,211
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,related_work,2,4,gap_creation,211
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,method,1,1,state_problem,45
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,method,2,1,define_component,145
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,method,3,1,define_component,157
iclr-2026-f63ee6bf1935,ICLR,oral,replication_200,method,3,2,connect_to_experiment,157
